"Employee ID","Last Name","First Name","Customer ID","Order ID","Quantity","Price (SRP)","Product ID","Product Name","Order Date","Ship Date","Courier Website","Ship Via","Supplier Name"
"3","Leverling","Janet","75","1022","1","2939.85","101202","Descent","12/7/2015","12/17/2015","http://www.usps.com","Parcel Post","Craze"
"1","Davolio","Nancy","73","1023","3","329.85","303202","Nicros","12/7/2015","12/9/2015","http://www.loomis.com","Loomis","Craze"
"9","Dodsworth","Anne","55","1024","2","16.5","1106","Active Outdoors Lycra Glove","12/7/2015","12/7/2015","","Pickup","Active Outdoors"
"1","Davolio","Nancy","64","1025","3","2939.85","101201","Descent","12/7/2015","12/11/2015","http://www.usps.com","Parcel Post","Craze"
"9","Dodsworth","Anne","39","1026","2","16.5","1111","Active Outdoors Lycra Glove","12/7/2015","12/12/2015","","Pickup","Active Outdoors"
"6","Suyama","Michael","27","1027","1","2939.85","101202","Descent","12/7/2015","12/13/2015","http://www.ups.com","UPS","Craze"
"6","Suyama","Michael","27","1027","2","16.5","1107","Active Outdoors Lycra Glove","12/7/2015","12/13/2015","http://www.ups.com","UPS","Active Outdoors"
"4","Peacock","Margaret","18","1028","1","329.85","303221","Nicros","12/8/2015","12/15/2015","http://www.usps.com","Parcel Post","Craze"
"9","Dodsworth","Anne","7","1029","3","16.5","1107","Active Outdoors Lycra Glove","12/8/2015","12/16/2015","http://www.usps.com","Parcel Post","Active Outdoors"
"1","Davolio","Nancy","52","1030","1","764.85","301201","SlickRock","12/8/2015","12/17/2015","http://www.usps.com","Parcel Post","Craze"
"1","Davolio","Nancy","52","1030","3","41.9","2202","Triumph Pro Helmet","12/8/2015","12/17/2015","http://www.usps.com","Parcel Post","Triumph"
"9","Dodsworth","Anne","30","1031","2","16.5","1108","Active Outdoors Lycra Glove","12/8/2015","12/12/2015","www.fedex.com","FedEx","Active Outdoors"
"1","Davolio","Nancy","9","1032","3","2939.85","101151","Descent","12/8/2015","12/16/2015","http://www.loomis.com","Loomis","Craze"
"1","Davolio","Nancy","9","1032","1","2939.85","101171","Descent","12/8/2015","12/16/2015","http://www.loomis.com","Loomis","Craze"
"1","Davolio","Nancy","9","1032","2","281.85","401002","Mini Nicros","12/8/2015","12/16/2015","http://www.loomis.com","Loomis","Craze"
"3","Leverling","Janet","1","1033","2","1739.85","102181","Mozzie","12/8/2015","12/21/2015","http://www.loomis.com","Loomis","Craze"
"3","Leverling","Janet","1","1033","1","14.5","1101","Active Outdoors Crochet Glove","12/8/2015","12/21/2015","http://www.loomis.com","Loomis","Active Outdoors"
"3","Leverling","Janet","1","1033","2","14.5","1105","Active Outdoors Crochet Glove","12/8/2015","12/21/2015","http://www.loomis.com","Loomis","Active Outdoors"
"7","King","Robert","51","1034","2","16.5","1109","Active Outdoors Lycra Glove","12/9/2015","12/12/2015","","Pickup","Active Outdoors"
"6","Suyama","Michael","32","1035","2","16.5","1110","Active Outdoors Lycra Glove","12/10/2015","12/18/2015","http://www.purolator.com","Purolator","Active Outdoors"
"6","Suyama","Michael","15","1036","1","1739.85","102221","Mozzie","12/10/2015","12/11/2015","http://www.loomis.com","Loomis","Craze"
"6","Suyama","Michael","15","1036","1","274.35","402002","Micro Nicros","12/10/2015","12/11/2015","http://www.loomis.com","Loomis","Craze"
"1","Davolio","Nancy","73","1037","3","16.5","1111","Active Outdoors Lycra Glove","12/10/2015","12/17/2015","www.fedex.com","FedEx","Active Outdoors"
"6","Suyama","Michael","65","1038","2","899.85","103201","Endorphin","12/10/2015","12/22/2015","http://www.usps.com","Parcel Post","Craze"
"3","Leverling","Janet","43","1039","1","539.85","202221","Wheeler","12/10/2015","12/14/2015","http://www.loomis.com","Loomis","Craze"
"3","Leverling","Janet","43","1039","3","53.9","2213","Triumph Vertigo Helmet","12/10/2015","12/14/2015","http://www.loomis.com","Loomis","Triumph"
"6","Suyama","Michael","26","1040","2","281.85","401001","Mini Nicros","12/10/2015","12/23/2015","http://www.loomis.com","Loomis","Craze"
"6","Suyama","Michael","26","1040","1","41.9","2202","Triumph Pro Helmet","12/10/2015","12/23/2015","http://www.loomis.com","Loomis","Triumph"
"1","Davolio","Nancy","1","1041","1","764.85","301201","SlickRock","12/11/2015","12/15/2015","http://www.usps.com","Parcel Post","Craze"
"7","King","Robert","60","1042","3","53.9","2210","Triumph Vertigo Helmet","12/11/2015","12/23/2015","http://www.purolator.com","Purolator","Triumph"
"7","King","Robert","60","1042","2","33.9","5207","Xtreme Youth Helmet","12/11/2015","12/23/2015","http://www.purolator.com","Purolator","Craze"
"7","King","Robert","60","1042","3","23.5","5405","Xtreme Gellite  Ladies Saddle","12/11/2015","12/23/2015","http://www.purolator.com","Purolator","Craze"
"4","Peacock","Margaret","54","1043","3","764.85","301151","SlickRock","12/11/2015","12/17/2015","http://www.ups.com","UPS","Craze"
"7","King","Robert","26","1044","3","41.9","2201","Triumph Pro Helmet","12/11/2015","12/16/2015","http://www.usps.com","Parcel Post","Triumph"
"6","Suyama","Michael","15","1045","3","764.85","301151","SlickRock","12/11/2015","12/17/2015","www.fedex.com","FedEx","Craze"
"6","Suyama","Michael","15","1045","3","479.85","302161","Rapel","12/11/2015","12/17/2015","www.fedex.com","FedEx","Craze"
"6","Suyama","Michael","15","1045","3","9.98","5302","Xtreme Rhino Lock","12/11/2015","12/17/2015","www.fedex.com","FedEx","Craze"
"4","Peacock","Margaret","61","1046","3","539.85","202201","Wheeler","12/12/2015","12/19/2015","http://www.usps.com","Parcel Post","Craze"
"4","Peacock","Margaret","61","1046","3","33.9","5205","Xtreme Adult Helmet","12/12/2015","12/19/2015","http://www.usps.com","Parcel Post","Craze"
"4","Peacock","Margaret","61","1046","1","23.5","7401","Vesper Comfort ATB Saddle","12/12/2015","12/19/2015","http://www.usps.com","Parcel Post","Vesper"
"1","Davolio","Nancy","59","1047","2","33.9","5203","Xtreme Adult Helmet","12/12/2015","12/23/2015","http://www.purolator.com","Purolator","Craze"
"1","Davolio","Nancy","46","1048","1","329.85","303161","Nicros","12/12/2015","12/20/2015","","Pickup","Craze"
"6","Suyama","Michael","23","1049","1","1739.85","102171","Mozzie","12/12/2015","12/25/2015","","Pickup","Craze"
"6","Suyama","Michael","23","1049","1","33.9","5204","Xtreme Adult Helmet","12/12/2015","12/25/2015","","Pickup","Craze"
"6","Suyama","Michael","23","1049","1","16.5","1109","Active Outdoors Lycra Glove","12/12/2015","12/25/2015","","Pickup","Active Outdoors"
"9","Dodsworth","Anne","22","1050","1","1739.85","102201","Mozzie","12/12/2015","12/23/2015","http://www.purolator.com","Purolator","Craze"
"3","Leverling","Janet","32","1051","1","539.85","202181","Wheeler","12/12/2015","12/25/2015","http://www.loomis.com","Loomis","Craze"
"3","Leverling","Janet","32","1051","2","41.9","2202","Triumph Pro Helmet","12/12/2015","12/25/2015","http://www.loomis.com","Loomis","Triumph"
"6","Suyama","Michael","63","1052","2","832.35","201161","Romeo","12/12/2015","12/14/2015","","Pickup","Craze"
"6","Suyama","Michael","63","1052","1","36","7403","Vesper Gelflex ATB Saddle","12/12/2015","12/14/2015","","Pickup","Vesper"
"6","Suyama","Michael","63","1052","1","15.5","4104","InFlux Lycra Glove","12/12/2015","12/14/2015","","Pickup","InFlux"
"9","Dodsworth","Anne","59","1053","2","14.5","5401","Xtreme Anatomic Mens Saddle","12/12/2015","12/16/2015","http://www.purolator.com","Purolator","Craze"
"9","Dodsworth","Anne","67","1054","2","41.9","2202","Triumph Pro Helmet","12/12/2015","12/17/2015","http://www.ups.com","UPS","Triumph"
"9","Dodsworth","Anne","67","1054","1","13.5","4103","InFlux Crochet Glove","12/12/2015","12/17/2015","http://www.ups.com","UPS","InFlux"
"9","Dodsworth","Anne","67","1054","2","4.5","3301","Guardian Chain Lock","12/12/2015","12/17/2015","http://www.ups.com","UPS","Guardian"
"1","Davolio","Nancy","72","1055","2","899.85","103201","Endorphin","12/12/2015","12/24/2015","http://www.usps.com","Parcel Post","Craze"
"1","Davolio","Nancy","72","1055","2","329.85","303221","Nicros","12/12/2015","12/24/2015","http://www.usps.com","Parcel Post","Craze"
"9","Dodsworth","Anne","18","1056","1","329.85","303161","Nicros","12/12/2015","12/22/2015","http://www.usps.com","Parcel Post","Craze"
"3","Leverling","Janet","72","1057","3","899.85","103151","Endorphin","12/12/2015","12/15/2015","http://www.loomis.com","Loomis","Craze"
"3","Leverling","Janet","72","1057","2","329.85","303221","Nicros","12/12/2015","12/15/2015","http://www.loomis.com","Loomis","Craze"
"3","Leverling","Janet","72","1057","2","274.35","402001","Micro Nicros","12/12/2015","12/15/2015","http://www.loomis.com","Loomis","Craze"
"7","King","Robert","76","1058","2","329.85","303151","Nicros","12/12/2015","12/18/2015","http://www.loomis.com","Loomis","Craze"
"7","King","Robert","76","1058","3","281.85","401002","Mini Nicros","12/12/2015","12/18/2015","http://www.loomis.com","Loomis","Craze"
"7","King","Robert","35","1059","1","329.85","303202","Nicros","12/12/2015","12/14/2015","","Pickup","Craze"
"7","King","Robert","35","1059","2","33.9","5202","Xtreme Adult Helmet","12/12/2015","12/14/2015","","Pickup","Craze"
"9","Dodsworth","Anne","70","1060","1","33.9","5202","Xtreme Adult Helmet","12/12/2015","12/18/2015","http://www.usps.com","Parcel Post","Craze"
"9","Dodsworth","Anne","70","1060","2","16.5","1110","Active Outdoors Lycra Glove","12/12/2015","12/18/2015","http://www.usps.com","Parcel Post","Active Outdoors"
"9","Dodsworth","Anne","70","1060","3","15.5","4106","InFlux Lycra Glove","12/12/2015","12/18/2015","http://www.usps.com","Parcel Post","InFlux"
"1","Davolio","Nancy","54","1061","2","41.9","2202","Triumph Pro Helmet","12/12/2015","12/18/2015","http://www.ups.com","UPS","Triumph"
"1","Davolio","Nancy","37","1062","3","21.9","3305","Guardian Mini Lock","12/12/2015","12/13/2015","http://www.usps.com","Parcel Post","Guardian"
"9","Dodsworth","Anne","31","1063","3","832.35","201221","Romeo","12/12/2015","12/13/2015","http://www.loomis.com","Loomis","Craze"
"6","Suyama","Michael","69","1064","1","53.9","2213","Triumph Vertigo Helmet","12/13/2015","12/23/2015","www.fedex.com","FedEx","Triumph"
"6","Suyama","Michael","39","1065","1","764.85","301201","SlickRock","12/13/2015","12/23/2015","http://www.ups.com","UPS","Craze"
"6","Suyama","Michael","39","1065","1","479.85","302221","Rapel","12/13/2015","12/23/2015","http://www.ups.com","UPS","Craze"
"6","Suyama","Michael","39","1065","2","15.5","4105","InFlux Lycra Glove","12/13/2015","12/23/2015","http://www.ups.com","UPS","InFlux"
"9","Dodsworth","Anne","44","1066","3","53.9","2215","Triumph Vertigo Helmet","12/14/2015","12/22/2015","http://www.loomis.com","Loomis","Triumph"
"6","Suyama","Michael","42","1067","1","329.85","303222","Nicros","12/14/2015","12/26/2015","","Pickup","Craze"
"6","Suyama","Michael","42","1067","3","15.5","4106","InFlux Lycra Glove","12/14/2015","12/26/2015","","Pickup","InFlux"
"9","Dodsworth","Anne","18","1068","2","41.9","2203","Triumph Pro Helmet","12/15/2015","12/22/2015","","Pickup","Triumph"
"1","Davolio","Nancy","8","1069","2","832.35","201181","Romeo","12/15/2015","12/28/2015","","Pickup","Craze"
"4","Peacock","Margaret","6","1070","2","1739.85","102171","Mozzie","12/15/2015","12/21/2015","http://www.usps.com","Parcel Post","Craze"
"7","King","Robert","17","1071","3","764.85","301151","SlickRock","12/15/2015","12/15/2015","http://www.loomis.com","Loomis","Craze"
"7","King","Robert","17","1071","1","764.85","301221","SlickRock","12/15/2015","12/15/2015","http://www.loomis.com","Loomis","Craze"
"7","King","Robert","17","1071","3","274.35","402001","Micro Nicros","12/15/2015","12/15/2015","http://www.loomis.com","Loomis","Craze"
"1","Davolio","Nancy","25","1072","2","23.5","7402","Vesper Comfort Ladies Saddle","12/16/2015","12/18/2015","","Pickup","Vesper"
"6","Suyama","Michael","49","1073","1","764.85","301161","SlickRock","12/16/2015","12/28/2015","http://www.usps.com","Parcel Post","Craze"
"6","Suyama","Michael","49","1073","3","53.9","2212","Triumph Vertigo Helmet","12/16/2015","12/28/2015","http://www.usps.com","Parcel Post","Triumph"
"6","Suyama","Michael","49","1073","3","41.9","2205","Triumph Pro Helmet","12/16/2015","12/28/2015","http://www.usps.com","Parcel Post","Triumph"
"4","Peacock","Margaret","69","1074","1","479.85","302161","Rapel","12/16/2015","12/17/2015","http://www.usps.com","Parcel Post","Craze"
"4","Peacock","Margaret","69","1074","3","41.9","2206","Triumph Pro Helmet","12/16/2015","12/17/2015","http://www.usps.com","Parcel Post","Triumph"
"1","Davolio","Nancy","15","1075","3","41.9","2204","Triumph Pro Helmet","12/16/2015","12/25/2015","http://www.ups.com","UPS","Triumph"
"9","Dodsworth","Anne","55","1076","3","832.35","201161","Romeo","12/17/2015","12/22/2015","http://www.usps.com","Parcel Post","Craze"
"9","Dodsworth","Anne","55","1076","2","329.85","303182","Nicros","12/17/2015","12/22/2015","http://www.usps.com","Parcel Post","Craze"
"9","Dodsworth","Anne","55","1076","2","274.35","402002","Micro Nicros","12/17/2015","12/22/2015","http://www.usps.com","Parcel Post","Craze"
"6","Suyama","Michael","30","1077","2","41.9","2205","Triumph Pro Helmet","12/17/2015","12/23/2015","","Pickup","Triumph"
"3","Leverling","Janet","36","1078","2","14.5","5401","Xtreme Anatomic Mens Saddle","12/18/2015","12/29/2015","http://www.loomis.com","Loomis","Craze"
"6","Suyama","Michael","28","1079","2","41.9","2206","Triumph Pro Helmet","12/18/2015","12/26/2015","http://www.ups.com","UPS","Triumph"
"3","Leverling","Janet","51","1080","3","329.85","303182","Nicros","12/18/2015","12/20/2015","","Pickup","Craze"
"3","Leverling","Janet","51","1080","2","16.5","1106","Active Outdoors Lycra Glove","12/18/2015","12/20/2015","","Pickup","Active Outdoors"
"7","King","Robert","25","1081","2","539.85","202161","Wheeler","12/19/2015","12/19/2015","http://www.purolator.com","Purolator","Craze"
"7","King","Robert","25","1081","3","14.5","5401","Xtreme Anatomic Mens Saddle","12/19/2015","12/19/2015","http://www.purolator.com","Purolator","Craze"
"7","King","Robert","39","1082","1","329.85","303152","Nicros","12/19/2015","12/24/2015","http://www.loomis.com","Loomis","Craze"
"7","King","Robert","39","1082","3","15.5","4105","InFlux Lycra Glove","12/19/2015","12/24/2015","http://www.loomis.com","Loomis","InFlux"
"6","Suyama","Michael","63","1083","1","36","7404","Vesper Gelflex Ladies Saddle","12/19/2015","12/28/2015","http://www.purolator.com","Purolator","Vesper"
"1","Davolio","Nancy","45","1084","2","274.35","402001","Micro Nicros","12/20/2015","12/23/2015","http://www.usps.com","Parcel Post","Craze"
"1","Davolio","Nancy","34","1085","1","764.85","301161","SlickRock","12/21/2015","12/30/2015","http://www.loomis.com","Loomis","Craze"
"1","Davolio","Nancy","13","1086","3","764.85","301221","SlickRock","12/21/2015","12/30/2015","http://www.purolator.com","Purolator","Craze"
"1","Davolio","Nancy","13","1086","2","21.9","3304","Guardian ATB Lock","12/21/2015","12/30/2015","http://www.purolator.com","Purolator","Guardian"
"1","Davolio","Nancy","13","1086","2","14.5","1104","Active Outdoors Crochet Glove","12/21/2015","12/30/2015","http://www.purolator.com","Purolator","Active Outdoors"
"6","Suyama","Michael","55","1087","3","479.85","302202","Rapel","12/22/2015","12/24/2015","http://www.loomis.com","Loomis","Craze"
"6","Suyama","Michael","55","1087","1","53.9","2214","Triumph Vertigo Helmet","12/22/2015","12/24/2015","http://www.loomis.com","Loomis","Triumph"
"7","King","Robert","71","1088","1","899.85","103221","Endorphin","12/22/2015","12/28/2015","http://www.usps.com","Parcel Post","Craze"
"7","King","Robert","71","1088","3","329.85","303152","Nicros","12/22/2015","12/28/2015","http://www.usps.com","Parcel Post","Craze"
"4","Peacock","Margaret","40","1089","3","53.9","2215","Triumph Vertigo Helmet","12/22/2015","12/22/2015","","Pickup","Triumph"
"4","Peacock","Margaret","40","1089","1","23.5","5404","Xtreme Gellite Mens Saddle","12/22/2015","12/22/2015","","Pickup","Craze"
"6","Suyama","Michael","10","1090","2","764.85","301201","SlickRock","12/22/2015","1/3/2016","http://www.loomis.com","Loomis","Craze"
"4","Peacock","Margaret","48","1091","3","53.9","2207","Triumph Vertigo Helmet","12/23/2015","1/3/2016","http://www.ups.com","UPS","Triumph"
"9","Dodsworth","Anne","1","1092","2","16.5","1111","Active Outdoors Lycra Glove","12/24/2015","12/30/2015","http://www.usps.com","Parcel Post","Active Outdoors"
"9","Dodsworth","Anne","1","1092","2","4.5","3301","Guardian Chain Lock","12/24/2015","12/30/2015","http://www.usps.com","Parcel Post","Guardian"
"4","Peacock","Margaret","58","1093","2","53.9","2208","Triumph Vertigo Helmet","12/25/2015","12/28/2015","http://www.purolator.com","Purolator","Triumph"
"3","Leverling","Janet","72","1094","3","53.9","2209","Triumph Vertigo Helmet","12/26/2015","12/27/2015","www.fedex.com","FedEx","Triumph"
"6","Suyama","Michael","60","1095","1","479.85","302181","Rapel","12/26/2015","12/30/2015","http://www.loomis.com","Loomis","Craze"
"6","Suyama","Michael","60","1095","3","329.85","303182","Nicros","12/26/2015","12/30/2015","http://www.loomis.com","Loomis","Craze"
"6","Suyama","Michael","60","1095","2","33.9","5204","Xtreme Adult Helmet","12/26/2015","12/30/2015","http://www.loomis.com","Loomis","Craze"
"4","Peacock","Margaret","3","1096","1","15.5","4105","InFlux Lycra Glove","12/27/2015","1/6/2016","www.fedex.com","FedEx","InFlux"
"4","Peacock","Margaret","3","1096","3","11.9","5301","Xtreme Mtn Lock","12/27/2015","1/6/2016","www.fedex.com","FedEx","Craze"
"4","Peacock","Margaret","3","1097","3","479.85","302201","Rapel","12/27/2015","1/6/2016","http://www.loomis.com","Loomis","Craze"
"1","Davolio","Nancy","24","1098","2","1739.85","102151","Mozzie","12/27/2015","1/8/2016","http://www.loomis.com","Loomis","Craze"
"1","Davolio","Nancy","24","1098","3","764.85","301201","SlickRock","12/27/2015","1/8/2016","http://www.loomis.com","Loomis","Craze"
"1","Davolio","Nancy","24","1098","1","41.9","2204","Triumph Pro Helmet","12/27/2015","1/8/2016","http://www.loomis.com","Loomis","Triumph"
"7","King","Robert","44","1099","2","14.5","1101","Active Outdoors Crochet Glove","12/27/2015","1/7/2016","http://www.purolator.com","Purolator","Active Outdoors"
"4","Peacock","Margaret","72","1100","2","53.9","2210","Triumph Vertigo Helmet","12/27/2015","1/5/2016","http://www.ups.com","UPS","Triumph"
"9","Dodsworth","Anne","33","1101","3","274.35","402002","Micro Nicros","12/27/2015","1/2/2016","http://www.purolator.com","Purolator","Craze"
"9","Dodsworth","Anne","33","1101","3","41.9","2204","Triumph Pro Helmet","12/27/2015","1/2/2016","http://www.purolator.com","Purolator","Triumph"
"9","Dodsworth","Anne","33","1101","1","33.9","5204","Xtreme Adult Helmet","12/27/2015","1/2/2016","http://www.purolator.com","Purolator","Craze"
"1","Davolio","Nancy","59","1102","3","329.85","303202","Nicros","12/27/2015","12/30/2015","www.fedex.com","FedEx","Craze"
"1","Davolio","Nancy","77","1103","2","53.9","2211","Triumph Vertigo Helmet","12/27/2015","1/1/2016","","Pickup","Triumph"
"6","Suyama","Michael","77","1104","2","539.85","202181","Wheeler","12/27/2015","12/29/2015","","Pickup","Craze"
"6","Suyama","Michael","77","1104","3","41.9","2204","Triumph Pro Helmet","12/27/2015","12/29/2015","","Pickup","Triumph"
"3","Leverling","Janet","30","1105","3","53.9","2212","Triumph Vertigo Helmet","12/27/2015","1/2/2016","http://www.purolator.com","Purolator","Triumph"
"6","Suyama","Michael","43","1106","3","899.85","103171","Endorphin","12/27/2015","1/4/2016","http://www.purolator.com","Purolator","Craze"
"6","Suyama","Michael","43","1106","3","21.9","3305","Guardian Mini Lock","12/27/2015","1/4/2016","http://www.purolator.com","Purolator","Guardian"
"7","King","Robert","15","1107","2","53.9","2213","Triumph Vertigo Helmet","12/27/2015","1/7/2016","http://www.usps.com","Parcel Post","Triumph"
"3","Leverling","Janet","30","1108","3","1739.85","102221","Mozzie","12/27/2015","1/8/2016","","Pickup","Craze"
"1","Davolio","Nancy","66","1109","1","16.5","1110","Active Outdoors Lycra Glove","12/28/2015","1/7/2016","http://www.usps.com","Parcel Post","Active Outdoors"
"1","Davolio","Nancy","66","1109","1","9.98","5302","Xtreme Rhino Lock","12/28/2015","1/7/2016","http://www.usps.com","Parcel Post","Craze"
"1","Davolio","Nancy","7","1110","3","53.9","2214","Triumph Vertigo Helmet","12/28/2015","12/28/2015","http://www.loomis.com","Loomis","Triumph"
"1","Davolio","Nancy","34","1111","3","53.9","2214","Triumph Vertigo Helmet","12/28/2015","12/29/2015","http://www.loomis.com","Loomis","Triumph"
"9","Dodsworth","Anne","5","1112","3","53.9","2215","Triumph Vertigo Helmet","12/29/2015","12/30/2015","http://www.loomis.com","Loomis","Triumph"
"7","King","Robert","40","1113","2","832.35","201221","Romeo","12/29/2015","1/5/2016","","Pickup","Craze"
"6","Suyama","Michael","62","1114","3","53.9","2209","Triumph Vertigo Helmet","12/29/2015","1/3/2016","http://www.loomis.com","Loomis","Triumph"
"9","Dodsworth","Anne","5","1115","2","4.5","3301","Guardian Chain Lock","12/30/2015","1/1/2016","http://www.loomis.com","Loomis","Guardian"
"4","Peacock","Margaret","71","1116","3","329.85","303181","Nicros","12/30/2015","1/11/2016","http://www.ups.com","UPS","Craze"
"4","Peacock","Margaret","71","1116","3","21.9","3305","Guardian Mini Lock","12/30/2015","1/11/2016","http://www.ups.com","UPS","Guardian"
"4","Peacock","Margaret","71","1116","3","13.5","4103","InFlux Crochet Glove","12/30/2015","1/11/2016","http://www.ups.com","UPS","InFlux"
"4","Peacock","Margaret","32","1117","2","2939.85","101152","Descent","12/30/2015","1/4/2016","","Pickup","Craze"
"4","Peacock","Margaret","32","1117","2","329.85","303162","Nicros","12/30/2015","1/4/2016","","Pickup","Craze"
"6","Suyama","Michael","20","1118","3","16.5","1106","Active Outdoors Lycra Glove","12/31/2015","1/4/2016","http://www.usps.com","Parcel Post","Active Outdoors"
"7","King","Robert","13","1119","2","17.5","3302","Guardian ""U"" Lock","12/31/2015","1/5/2016","http://www.loomis.com","Loomis","Guardian"
"3","Leverling","Janet","64","1120","1","41.9","2202","Triumph Pro Helmet","12/31/2015","1/3/2016","www.fedex.com","FedEx","Triumph"
"3","Leverling","Janet","64","1120","2","16.5","1111","Active Outdoors Lycra Glove","12/31/2015","1/3/2016","www.fedex.com","FedEx","Active Outdoors"
"9","Dodsworth","Anne","53","1121","1","899.85","103181","Endorphin","1/1/2016","1/3/2016","http://www.usps.com","Parcel Post","Craze"
"9","Dodsworth","Anne","53","1121","1","41.9","2206","Triumph Pro Helmet","1/1/2016","1/3/2016","http://www.usps.com","Parcel Post","Triumph"
"6","Suyama","Michael","12","1122","2","479.85","302182","Rapel","1/1/2016","1/11/2016","http://www.loomis.com","Loomis","Craze"
